"","CityCode","State","City","PopExpo","PopPrem","PopClaimRob","PopClaimColl","PopClaimFire","PopClaimOther","LuxExpo","LuxPrem","LuxClaimRob","LuxClaimColl","LuxClaimFire","LuxClaimOther","HDIcity00","CityDens10","StateAb"
"411500",411500,"Parana","Marilena",4.97,3495.03,0,1,0,0,0.27,249.23,0,0,0,0,0.73,4861,"PR"
"411510",411510,"Parana","Mariluz",4.61,2518.38,0,0,0,0,1.9,2480.52,0,0,0,0,0.67,7036,"PR"
"411520",411520,"Parana","Maringa",1572.09,1046430.7,10,220,0,28,346,425589.53,0,30,0,6,0.84,277868,"PR"
"411530",411530,"Parana","Mariopolis",6.58,4750.89,0,2,0,0,3.79,3851.08,0,1,0,1,0.79,4542,"PR"
"411535",411535,"Parana","Maripa",15.35,10489.53,0,2,0,0,1.31,1957.77,0,0,0,0,0.84,4298,"PR"
"411540",411540,"Parana","Marmeleiro",17.41,12777.72,0,5,0,0,3.23,3873.05,0,1,0,0,0.75,9777,"PR"
"411545",411545,"Parana","Marquinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,3225,"PR"
"411550",411550,"Parana","Marumbi",6.14,4881.96,0,1,0,0,1.12,2679.19,0,0,0,0,0.73,3395,"PR"
"411560",411560,"Parana","Matelandia",14.89,11894.87,0,5,0,0,3.01,4843.33,0,2,0,0,0.76,11380,"PR"
"411570",411570,"Parana","Matinhos",62.12,43653.94,0,6,0,0,8.79,9825.3,0,1,0,0,0.79,20803,"PR"
"411573",411573,"Parana","Mato Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,2622,"PR"
"411575",411575,"Parana","Maua Da Serra",7.72,4716.56,0,2,0,0,1.08,2108.66,0,0,0,0,0.71,5746,"PR"
"411580",411580,"Parana","Medianeira",66.47,50769.86,0,6,0,0,16.24,25860.66,0,2,0,0,0.77,30552,"PR"
"411585",411585,"Parana","Mercedes",6.12,3919.04,0,0,0,0,0.04,47.05,0,0,0,0,0.81,3707,"PR"
"411590",411590,"Parana","Mirador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1616,"PR"
"411600",411600,"Parana","Miraselva",9.12,5813.04,0,3,0,0,1.52,2046.07,0,0,0,0,0.78,1406,"PR"
"411605",411605,"Parana","Missal",8.66,6888.11,0,0,0,0,2.55,3071.71,0,0,0,0,0.79,7728,"PR"
"411610",411610,"Parana","Moreira Sales",13.21,8844.75,0,1,0,0,3.52,4546.03,0,0,0,0,0.7,9107,"PR"
"411620",411620,"Parana","Morretes",25.03,17485.9,0,0,0,0,1.51,1969.59,0,0,0,0,0.75,10823,"PR"
"411630",411630,"Parana","Munhoz De Melo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,2741,"PR"
"411640",411640,"Parana","Nossa Senhora Das Gracas",3.3,2766.09,0,0,0,0,0.61,409.26,0,0,0,0,0.71,2889,"PR"
"411650",411650,"Parana","Nova Alianca Do Ivai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1012,"PR"
"411660",411660,"Parana","Nova America Da Colina",5.38,2860.7,0,0,0,0,0.74,1579.55,0,1,0,0,0.71,2466,"PR"
"411670",411670,"Parana","Nova Aurora",19.8,12902.85,0,2,0,0,2.32,2874.43,0,0,0,0,0.77,8700,"PR"
"411680",411680,"Parana","Nova Cantu",10.43,5642.65,0,2,0,0,1.62,2305.17,0,0,0,0,0.69,4959,"PR"
"411690",411690,"Parana","Nova Esperanca",51.88,30546.76,0,5,0,1,7.32,10560.98,0,1,0,0,0.74,19628,"PR"
"411695",411695,"Parana","Nova Esperanca Do Sudoeste",5.93,3606.48,0,1,0,0,1.8,2814.32,0,1,0,0,0.72,3515,"PR"
"411700",411700,"Parana","Nova Fatima",8.4,4422.01,0,1,0,0,0.56,381.27,0,0,0,0,0.74,5839,"PR"
"411705",411705,"Parana","Nova Laranjeiras",8.05,6536.84,0,1,0,0,1,1429.77,0,0,0,0,0.69,7092,"PR"
"411710",411710,"Parana","Nova Londrina",25.04,15835.73,0,3,0,0,6.36,6784.68,0,1,0,0,0.76,9295,"PR"
"411720",411720,"Parana","Nova Olimpia",5.98,3958.42,0,0,0,0,1.39,1613.77,0,0,0,0,0.74,4131,"PR"
"411725",411725,"Parana","Nova Prata Do Iguacu",10.22,6527.2,0,1,0,0,3.5,4834.07,0,0,0,5,0.75,7376,"PR"
"411721",411721,"Parana","Nova Santa Barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2766,"PR"
"411722",411722,"Parana","Nova Santa Rosa",13.55,10447.04,0,0,0,0,4.72,6936.58,0,2,0,0,0.8,5696,"PR"
"411727",411727,"Parana","Nova Tebas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,5017,"PR"
"411729",411729,"Parana","Novo Itacolomi",4.3,3045.44,0,1,0,0,0.05,292,0,0,0,0,0.7,2130,"PR"
"411730",411730,"Parana","Ortigueira",23.3,17873.42,0,1,0,5,1.09,1515.78,0,0,0,0,0.62,15604,"PR"
"411740",411740,"Parana","Ourizona",14.63,10117.78,0,1,0,0,4.22,5951.77,0,0,0,0,0.77,2544,"PR"
"411745",411745,"Parana","Ouro Verde Do Oeste",6.77,3876.99,0,2,0,0,1.41,1642.68,0,1,0,0,0.76,4077,"PR"
"411750",411750,"Parana","Paicandu",35.26,24888.6,0,5,0,0,3.12,3284.83,0,1,0,0,0.74,26056,"PR"
"411760",411760,"Parana","Palmas",185.12,127397.83,0,14,0,2,30.66,41377.37,0,4,0,0,0.73,27526,"PR"
"411770",411770,"Parana","Palmeira",49.36,33246.97,0,4,0,2,9.76,15659.47,0,1,0,0,0.76,22486,"PR"
"411780",411780,"Parana","Palmital",11.26,8267.42,0,1,0,0,1.99,3010.94,0,0,0,0,0.67,9594,"PR"
"411790",411790,"Parana","Palotina",92.36,68375.08,0,6,0,0,27.16,30998.97,0,5,0,0,0.83,21238,"PR"
"411800",411800,"Parana","Paraiso Do Norte",13.1,7070.68,0,2,0,0,3.76,4197.89,0,0,0,0,0.76,8669,"PR"
"411810",411810,"Parana","Paranacity",10.83,8647.14,0,3,0,0,3.23,4254.86,0,1,0,0,0.74,7219,"PR"
"411820",411820,"Parana","Paranagua",312.83,231413.03,1,34,0,1,42.7,58157.61,1,4,0,0,0.78,95718,"PR"
"411830",411830,"Parana","Paranapoema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1961,"PR"
"411840",411840,"Parana","Paranavai",179.22,117489.98,2,22,0,3,51.28,67747.6,0,8,0,3,0.78,60357,"PR"
"411845",411845,"Parana","Pato Bragado",5.7,4844.24,0,1,0,1,1.13,2045.95,0,1,0,0,0.82,3600,"PR"
"411850",411850,"Parana","Pato Branco",216.82,142356.84,4,56,0,3,75.03,99434.49,0,18,0,9,0.84,52778,"PR"
"411860",411860,"Parana","Paula Freitas",3.07,2628.45,0,0,0,0,1.23,1262.67,0,0,0,0,0.73,3900,"PR"
"411870",411870,"Parana","Paulo Frontin",4.71,2674.39,0,3,0,0,0.87,1328.75,0,0,0,0,0.73,5006,"PR"
"411880",411880,"Parana","Peabiru",16.23,14907.79,0,3,0,0,1.3,1264.18,0,0,0,0,0.73,9762,"PR"
"411885",411885,"Parana","Perobal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,4169,"PR"
"411890",411890,"Parana","Perola",21.47,11218.36,0,1,0,0,4.82,9159.1,0,0,0,0,0.75,7855,"PR"
"411900",411900,"Parana","Perola D'oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,4882,"PR"
"411910",411910,"Parana","Pien",39.12,22818.26,0,4,0,2,2.16,3245.73,0,0,0,0,0.75,7803,"PR"
"411915",411915,"Parana","Pinhais",386.84,333583.92,3,40,0,5,55.18,92526.87,1,7,0,0,0.81,83675,"PR"
"411925",411925,"Parana","Pinhal De Sao Bento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1742,"PR"
"411920",411920,"Parana","Pinhalao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,4485,"PR"
"411930",411930,"Parana","Pinhao",16.75,12137.07,0,2,0,0,2.23,4309.46,0,1,0,0,0.71,18931,"PR"
"411940",411940,"Parana","Pirai Do Sul",41.79,26402.94,0,8,0,0,6.98,8222.76,0,1,0,1,0.73,16124,"PR"
"411950",411950,"Parana","Piraquara",129.9,108243,1,17,0,0,8.65,11225.95,0,0,0,0,0.74,63224,"PR"
"411960",411960,"Parana","Pitanga",53.41,36634.49,0,8,0,1,7.52,10575.39,0,1,0,0,0.74,22343,"PR"
"411965",411965,"Parana","Pitangueiras",2.16,675.61,0,0,0,0,0.16,145.84,0,0,0,0,0.75,2015,"PR"
"411970",411970,"Parana","Planaltina Do Parana",5.88,3719.4,0,2,0,0,0.53,560.31,0,0,0,0,0.73,2931,"PR"
"411980",411980,"Parana","Planalto",5.21,3132.77,0,0,0,0,1.8,1752.29,0,0,0,0,0.76,10056,"PR"
"411990",411990,"Parana","Ponta Grossa",655.95,418764.67,2,87,0,26,131.53,165927.54,0,14,0,2,0.8,219936,"PR"
"411995",411995,"Parana","Pontal Do Parana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,15205,"PR"
"412000",412000,"Parana","Porecatu",15.46,9823,0,0,0,0,4.82,8170.19,0,0,0,0,0.78,10371,"PR"
"412010",412010,"Parana","Porto Amazonas",29.01,20701.4,0,4,0,1,1.89,1794.21,0,0,0,0,0.77,3122,"PR"
"412015",412015,"Parana","Porto Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2476,"PR"
"412020",412020,"Parana","Porto Rico",2.77,2546.68,0,0,0,0,0.26,265.85,0,0,0,0,0.74,1785,"PR"
"412030",412030,"Parana","Porto Vitoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,2769,"PR"
"412033",412033,"Parana","Prado Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2480,"PR"
"412035",412035,"Parana","Pranchita",2.75,1733.78,0,1,0,0,0.57,1021.98,0,0,0,0,0.8,4141,"PR"
"412040",412040,"Parana","Presidente Castelo Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,3398,"PR"
"412050",412050,"Parana","Primeiro De Maio",8.21,5422.99,0,1,0,0,3.14,4063.52,0,0,0,0,0.74,8164,"PR"
"412060",412060,"Parana","Prudentopolis",33.46,21107.69,0,2,0,0,8.49,9877.07,0,3,0,0,0.73,33964,"PR"
"412065",412065,"Parana","Quarto Centenario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,3487,"PR"
"412070",412070,"Parana","Quatigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,5347,"PR"
"412080",412080,"Parana","Quatro Barras",66.41,52702.18,2,8,0,0,6.76,11924.52,0,1,0,1,0.77,13947,"PR"
"412085",412085,"Parana","Quatro Pontes",5.21,4011.02,0,0,0,0,1,2589.48,0,0,0,0,0.85,2889,"PR"
"412090",412090,"Parana","Quedas Do Iguacu",23.71,16197.67,1,0,0,0,8.62,12666.44,0,0,0,1,0.74,20415,"PR"
"412100",412100,"Parana","Querencia Do Norte",12.04,8022.73,0,0,0,0,3.4,3734.98,0,1,0,0,0.7,8162,"PR"
"412110",412110,"Parana","Quinta Do Sol",1.79,1163.32,0,1,0,0,0.5,605.34,0,0,0,0,0.71,3618,"PR"
"412120",412120,"Parana","Quitandinha",20.86,14116.67,0,1,0,1,1.19,1216.13,0,0,0,0,0.71,11961,"PR"
"412125",412125,"Parana","Ramilandia",4.86,3543.07,0,1,0,0,0,0,0,0,0,1,0.69,2775,"PR"
"412130",412130,"Parana","Rancho Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,2913,"PR"
"412135",412135,"Parana","Rancho Alegre D'oeste",1.27,1339.98,0,0,0,0,1.55,1954.75,0,0,0,0,0.69,2041,"PR"
"412140",412140,"Parana","Realeza",22.67,14983.59,0,4,0,0,6.83,10325.24,0,0,0,0,0.78,11889,"PR"
"412150",412150,"Parana","Reboucas",4.33,3247.21,0,2,0,0,2.01,3677.86,0,1,0,0,0.71,9801,"PR"
"412160",412160,"Parana","Renascenca",9.17,6461.04,0,2,0,0,0.93,1177.19,0,0,0,0,0.74,4728,"PR"
"412170",412170,"Parana","Reserva",28.55,17317.73,0,2,0,0,5.49,6238.09,0,0,0,0,0.64,16375,"PR"
"412175",412175,"Parana","Reserva Do Iguacu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,4448,"PR"
"412180",412180,"Parana","Ribeirao Claro",22.74,12978.48,0,2,0,2,4.53,4956.02,0,0,0,0,0.74,7838,"PR"
"412190",412190,"Parana","Ribeirao Do Pinhal",14.22,8441.67,0,2,0,0,2.23,2240.14,0,0,0,0,0.71,9476,"PR"
"412200",412200,"Parana","Rio Azul",8.15,5963.78,0,0,0,0,2.04,2833.12,0,1,0,0,0.73,9806,"PR"
"412210",412210,"Parana","Rio Bom",3.49,2844.19,0,1,0,0,0.5,495.76,0,0,0,1,0.71,2485,"PR"
"412215",412215,"Parana","Rio Bonito Do Iguacu",12.82,10989.23,0,1,0,0,0.43,564.94,0,0,0,0,0.66,8653,"PR"
"412217",412217,"Parana","Rio Branco Do Ivai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,2577,"PR"
"412220",412220,"Parana","Rio Branco Do Sul",42.04,32464.46,0,3,0,0,2.25,3608.68,0,0,0,0,0.7,20334,"PR"
"412230",412230,"Parana","Rio Negro",53.2,32549.12,0,11,0,0,13.76,15812.36,0,4,0,0,0.8,22046,"PR"
"412240",412240,"Parana","Rolandia",113.37,79265.96,0,3,0,0,29.89,38486.7,2,1,0,0,0.78,43249,"PR"
"412250",412250,"Parana","Roncador",7.51,5602.02,0,0,0,0,1.74,2234.31,0,0,0,0,0.7,8069,"PR"
"412260",412260,"Parana","Rondon",8.94,5966.05,0,0,0,0,6.33,9451.95,0,1,0,0,0.73,6506,"PR"
"412265",412265,"Parana","Rosario Do Ivai",8.35,5516.25,0,0,0,0,0.49,562.31,0,0,0,0,0.66,3860,"PR"
"412270",412270,"Parana","Sabaudia",7.84,5287.28,0,1,0,0,1,1321.54,0,0,0,0,0.75,4498,"PR"
"412280",412280,"Parana","Salgado Filho",10.49,7254.31,0,2,0,0,0.22,240.85,0,0,0,0,0.75,2995,"PR"
"412290",412290,"Parana","Salto Do Itarare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,3788,"PR"
"412300",412300,"Parana","Salto Do Lontra",19.16,11379.54,0,3,0,0,4.79,8727.4,0,0,0,0,0.76,9706,"PR"
"412310",412310,"Parana","Santa Amelia",1.79,1284.6,0,0,0,0,1,1433.28,0,0,0,0,0.71,2642,"PR"
"412320",412320,"Parana","Santa Cecilia Do Pavao",1.54,916.21,0,0,0,0,0.42,711.05,0,0,0,0,0.71,2600,"PR"
"412330",412330,"Parana","Santa Cruz De Monte Castelo",12.57,8409.82,0,1,0,0,1.8,3090.67,0,0,0,0,0.7,5915,"PR"
"412340",412340,"Parana","Santa Fe",13.47,9247.99,1,2,0,0,6.5,8192.49,0,3,0,0,0.77,7887,"PR"
"412350",412350,"Parana","Santa Helena",22.97,14413.93,0,6,0,0,4.68,7655.79,0,1,0,0,0.79,17156,"PR"
"412360",412360,"Parana","Santa Ines",4.66,3964.91,0,0,0,0,0.38,928.05,0,0,0,0,0.72,1305,"PR"
"412370",412370,"Parana","Santa Isabel Do Ivai",9.23,5728.97,0,0,0,0,3.35,5009.29,0,1,0,0,0.75,6551,"PR"
"412380",412380,"Parana","Santa Izabel Do Oeste",92.89,59850.6,0,13,0,1,22.63,29641.15,0,3,0,0,0.76,9406,"PR"
"412382",412382,"Parana","Santa Lucia",5.5,3686.43,0,0,0,0,1.51,1733.89,0,0,0,0,0.72,2794,"PR"
"412385",412385,"Parana","Santa Maria Do Oeste",6.26,3910.84,0,0,0,0,0.81,878.48,0,0,0,0,0.66,7480,"PR"
"412390",412390,"Parana","Santa Mariana",9.55,6136.86,0,2,0,0,4.04,4155.11,0,1,0,0,0.75,9221,"PR"
"412395",412395,"Parana","Santa Monica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2481,"PR"
"412402",412402,"Parana","Santa Tereza Do Oeste",8.75,5125.16,0,0,0,1,1.01,1758.21,0,0,0,0,0.73,7033,"PR"
"412405",412405,"Parana","Santa Terezinha De Itaipu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,14751,"PR"
"412400",412400,"Parana","Santana Do Itarare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,3685,"PR"
"412410",412410,"Parana","Santo Antonio Da Platina",130.98,94023.63,0,25,0,0,17.53,24738.99,0,4,0,0,0.74,30540,"PR"
"412420",412420,"Parana","Santo Antonio Do Caiua",5.6,3896.04,0,1,0,0,0.59,871.24,0,0,0,0,0.75,1961,"PR"
"412430",412430,"Parana","Santo Antonio Do Paraiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1719,"PR"
"412440",412440,"Parana","Santo Antonio Do Sudoeste",13.65,10174.76,0,1,0,0,2.14,2418.11,0,0,0,0,0.71,12845,"PR"
"412450",412450,"Parana","Santo Inacio",10.67,7381.52,0,0,0,1,1.15,2266.43,0,0,0,0,0.73,3905,"PR"
"412460",412460,"Parana","Sao Carlos Do Ivai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,4584,"PR"
"412470",412470,"Parana","Sao Jeronimo Da Serra",10.51,7051.28,0,1,0,0,0.5,478.09,0,0,0,0,0.67,7722,"PR"
"412480",412480,"Parana","Sao Joao",14.41,8755.73,0,2,0,0,4.74,7277.48,0,0,0,0,0.77,7716,"PR"
"412490",412490,"Parana","Sao Joao Do Caiua",11.64,8860.97,0,1,0,0,0.67,890.04,0,0,0,0,0.71,4151,"PR"
"412500",412500,"Parana","Sao Joao Do Ivai",12.25,8550.53,0,0,0,0,2.58,5447.83,0,1,0,0,0.68,8462,"PR"
"412510",412510,"Parana","Sao Joao Do Triunfo",8.31,4979.02,0,1,0,0,1.45,1967.17,0,0,0,0,0.67,9252,"PR"
"412520",412520,"Parana","Sao Jorge D'oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,6683,"PR"
"412530",412530,"Parana","Sao Jorge Do Ivai",6.58,4082.09,0,0,0,0,1.32,1180.39,0,0,0,0,0.79,4171,"PR"
"412535",412535,"Parana","Sao Jorge Do Patrocinio",6.57,4420.09,0,0,0,0,0.89,1358.34,0,2,0,0,0.7,4538,"PR"
"412540",412540,"Parana","Sao Jose Da Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,4552,"PR"
"412545",412545,"Parana","Sao Jose Das Palmeiras",3.63,2404.9,0,1,0,0,0.59,737.39,1,1,0,0,0.72,2719,"PR"
"412550",412550,"Parana","Sao Jose Dos Pinhais",831.15,673991.65,6,114,0,4,97.98,159852.45,0,13,0,0,0.79,186709,"PR"
"412555",412555,"Parana","Sao Manoel Do Parana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1574,"PR"
"412560",412560,"Parana","Sao Mateus Do Sul",73.59,52645.3,0,6,0,0,17.87,23634.99,0,4,0,0,0.76,28901,"PR"
"412570",412570,"Parana","Sao Miguel Do Iguacu",30.22,27551.63,0,2,0,0,7.37,14246.55,0,2,0,0,0.77,18248,"PR"
"412575",412575,"Parana","Sao Pedro Do Iguacu",5.52,3330.02,0,1,0,0,0.49,618.68,0,0,0,0,0.73,4606,"PR"
"412580",412580,"Parana","Sao Pedro Do Ivai",13.52,10155.54,1,0,0,0,3.19,4593.68,0,0,0,0,0.74,7402,"PR"
"412590",412590,"Parana","Sao Pedro Do Parana",3.43,1661.89,0,2,0,0,0.5,935.58,0,0,0,0,0.76,1771,"PR"
"412600",412600,"Parana","Sao Sebastiao Da Amoreira",7.92,6471.89,0,1,0,0,0.53,1091.9,0,0,0,0,0.72,6138,"PR"
"412610",412610,"Parana","Sao Tome",7.55,4192.83,0,2,0,0,1,2272.18,0,1,0,0,0.73,3912,"PR"
"412620",412620,"Parana","Sapopema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,4559,"PR"
"412625",412625,"Parana","Sarandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,58905,"PR"
"412627",412627,"Parana","Saudade Do Iguacu",1.67,1093.98,0,0,0,1,0.3,277.25,0,0,0,0,0.78,3425,"PR"
"412630",412630,"Parana","Senges",15.25,8716.39,0,3,0,0,4.69,4230.8,0,2,0,0,0.71,12105,"PR"
"412635",412635,"Parana","Serranopolis Do Iguacu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,3431,"PR"
"412640",412640,"Parana","Sertaneja",6.98,4591.6,0,0,0,0,1.51,2291.96,0,0,0,0,0.78,4323,"PR"
"412650",412650,"Parana","Sertanopolis",31.89,20463.8,0,3,0,2,4.01,4056.23,0,2,0,0,0.78,11613,"PR"
"412660",412660,"Parana","Siqueira Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,13535,"PR"
"412665",412665,"Parana","Sulina",6.23,4031.03,0,1,0,0,1.78,1610,0,0,0,0,0.77,2468,"PR"
"412667",412667,"Parana","Tamarana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,8283,"PR"
"412670",412670,"Parana","Tamboara",7.68,5222.52,0,0,0,0,1.49,2254.81,0,0,0,0,0.78,3514,"PR"
"412680",412680,"Parana","Tapejara",36.37,23826.73,0,1,0,0,5.27,7148.91,0,1,0,0,0.73,10483,"PR"
"412690",412690,"Parana","Tapira",3.53,2334.29,0,0,0,0,0.05,57.78,0,0,0,0,0.73,4313,"PR"
"412700",412700,"Parana","Teixeira Soares",11.18,8545.48,0,2,0,0,1.69,1778.19,0,0,0,0,0.73,6957,"PR"
"412710",412710,"Parana","Telemaco Borba",98.28,62123.36,0,12,0,0,12.64,17321.85,0,1,0,0,0.76,48796,"PR"
"412720",412720,"Parana","Terra Boa",20.7,14530.95,0,5,0,0,3.84,4251.54,0,0,0,0,0.74,11708,"PR"
"412730",412730,"Parana","Terra Rica",14.16,11263.65,0,1,0,0,3.58,5837.46,0,0,0,0,0.74,11029,"PR"
"412740",412740,"Parana","Terra Roxa",21.47,12762.44,0,2,0,0,6.43,8149.56,0,0,0,0,0.76,12343,"PR"
"412750",412750,"Parana","Tibagi",16.98,12737.55,0,6,0,0,0.5,499.21,0,0,0,0,0.68,12595,"PR"
"412760",412760,"Parana","Tijucas Do Sul",24.82,17394.51,1,4,0,2,1.01,1339.29,0,0,0,0,0.71,9923,"PR"
"412770",412770,"Parana","Toledo",294.63,210124.98,4,85,0,3,61.45,84972.3,1,25,0,7,0.82,88536,"PR"
"412780",412780,"Parana","Tomazina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,6408,"PR"
"412785",412785,"Parana","Tres Barras Do Parana",11.49,8775.69,0,1,0,0,1.39,1903.89,0,0,0,1,0.72,8034,"PR"
"412788",412788,"Parana","Tunas Do Parana",6.63,4543.18,0,0,0,0,0.11,583.37,0,0,0,0,0.68,3878,"PR"
"412790",412790,"Parana","Tuneiras Do Oeste",7.37,5847.7,0,1,0,1,1.46,5384.93,0,0,0,0,0.7,6184,"PR"
"412795",412795,"Parana","Tupassi",10.04,5575.15,0,7,0,0,1.52,1763.5,0,1,0,0,0.8,5907,"PR"
"412796",412796,"Parana","Turvo",16.94,10732.92,0,1,0,1,0.99,675.94,0,0,0,0,0.69,9043,"PR"
"412800",412800,"Parana","Ubirata",2.23,2341.48,0,0,0,0,2.28,2792.67,0,1,0,0,0.73,15824,"PR"
"412810",412810,"Parana","Umuarama",252.25,166092.32,0,34,0,1,86.38,127313.5,1,7,0,0,0.8,75950,"PR"
"412820",412820,"Parana","Uniao Da Vitoria",54.25,46399.93,0,8,0,0,11.06,13693.34,0,1,0,0,0.79,36960,"PR"
"412830",412830,"Parana","Uniflor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,1786,"PR"
"412840",412840,"Parana","Urai",13.4,9493.13,0,1,0,0,5.07,6135,0,1,0,0,0.75,8488,"PR"
"412853",412853,"Parana","Ventania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,6716,"PR"
"412855",412855,"Parana","Vera Cruz Do Oeste",8.72,5660,0,0,0,0,3.39,4170.75,0,0,0,0,0.73,6391,"PR"
"412860",412860,"Parana","Vere",11.56,7184.92,0,1,0,0,0.53,756.39,0,0,0,0,0.77,5772,"PR"
"412865",412865,"Parana","Virmond",5.59,3484.05,0,0,0,0,1.01,1105.84,0,0,0,0,0.71,2737,"PR"
"412870",412870,"Parana","Vitorino",14.54,8592.08,0,8,0,0,1.74,2199.96,0,4,0,0,0.78,4609,"PR"
"412850",412850,"Parana","Wenceslau Braz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,13603,"PR"
"412880",412880,"Parana","Xambre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,4434,"PR"
"430003",430003,"Rio Grande do Sul","Acegua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3154,"RS"
"430005",430005,"Rio Grande do Sul","Agua Santa",3.29,1844.74,0,0,0,0,0.07,418.94,0,0,0,0,0.8,2708,"RS"
"430010",430010,"Rio Grande do Sul","Agudo",31.06,16829.88,0,3,0,0,4.86,4699.86,0,0,0,0,0.78,12669,"RS"
"430020",430020,"Rio Grande do Sul","Ajuricaba",7.39,5524.05,0,0,0,0,1.82,2388.85,0,2,0,0,0.78,5566,"RS"
"430030",430030,"Rio Grande do Sul","Alecrim",6.45,5803.4,0,1,0,0,3.71,4773.34,0,2,0,0,0.74,5338,"RS"
"430040",430040,"Rio Grande do Sul","Alegrete",69.39,48728.62,0,6,0,0,12.23,14434.44,0,1,0,1,0.79,56741,"RS"
"430045",430045,"Rio Grande do Sul","Alegria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,3226,"RS"
"430047",430047,"Rio Grande do Sul","Almirante Tamandare Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1586,"RS"
"430050",430050,"Rio Grande do Sul","Alpestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,5834,"RS"
"430055",430055,"Rio Grande do Sul","Alto Alegre",2.93,1076.89,0,0,0,0,0.00821917783,2.51,0,0,0,0,0.79,1411,"RS"
"430057",430057,"Rio Grande do Sul","Alto Feliz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2314,"RS"
"430060",430060,"Rio Grande do Sul","Alvorada",212.78,199931.03,3,15,0,17,13.52,26083.22,0,1,0,0,0.76,133420,"RS"
"430063",430063,"Rio Grande do Sul","Amaral Ferrador",0.53,280.4,0,0,0,0,0.4,1254.74,0,0,0,0,0.72,4557,"RS"
"430064",430064,"Rio Grande do Sul","Ametista Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,5086,"RS"
